Year,State,CO2,Energy,EnergyPrice,GDP
2002,South Dakota,13.77095507,275235,16920,32784.9
2003,South Dakota,13.76889771,279620,16920,32979.1
2004,South Dakota,13.79368877,288818,16920,34269.6
2005,South Dakota,13.29503516,306348,16920,35842.2
2006,South Dakota,13.38739207,311156,16920,36350.8
2007,South Dakota,13.86159865,330884,16920,37755.9
2008,South Dakota,14.93818801,353531,16920,39080.8
2009,South Dakota,14.69335952,363091,16920,39987.3
2010,South Dakota,15.07819083,377425,16920,40369.6
2011,South Dakota,14.6114583,377851,16920,43049.5
2012,South Dakota,14.89015706,375687,16920,43901.5
2013,South Dakota,15.36184723,390488,16920,44147.4
2014,South Dakota,15.37992829,393913,16920,44846.5
2015,South Dakota,14.13943764,389999,16920,45664.5
2016,South Dakota,14.8057598,388097,16920,46076
2017,South Dakota,14.65427835,394141,16920,45775.8
2018,South Dakota,15.52399536,406677,16920,46300.3
2019,South Dakota,15.97796876,405954,16920,46650.5
1997,Tennessee,122.7750781,2036478,18330,210637.3
1998,Tennessee,122.0304888,2118307,18330,223711.3
1999,Tennessee,122.8603136,2163553,18330,230895.6
2000,Tennessee,128.7292126,2197309,18330,233732.2
2001,Tennessee,127.207316,2209605,18330,233362.5
2002,Tennessee,126.3659271,2235043,18330,240971.7
2003,Tennessee,125.1360669,2252846,18330,248993.8
2004,Tennessee,127.1636755,2282706,18330,260553.5
2005,Tennessee,128.2996325,2341365,18330,268391.7
2006,Tennessee,129.9198403,2332637,18330,274879.2
2007,Tennessee,129.0638943,2345223,18330,273224
2008,Tennessee,122.4963147,2283922,18330,274571.1
2009,Tennessee,101.9457378,2087485,18330,264737.1
2010,Tennessee,109.2666406,2251487,18330,268449.8
2011,Tennessee,105.5026073,2196993,18330,276898.3
2012,Tennessee,99.02528454,2081771,18330,286341.5
2013,Tennessee,97.26800356,2137403,18330,289794.6
2014,Tennessee,102.5197922,2205042,18330,294130.1
2015,Tennessee,98.70392565,2179722,18330,304484.2
2016,Tennessee,101.3689751,2207227,18330,310143.2
2017,Tennessee,97.40143552,2145679,18330,318963.9
2018,Tennessee,93.83598219,2233190,18330,323541.6
2019,Tennessee,92.23669942,2171765,18330,331176.6
1997,Texas,649.5406412,11984538,17460,870724.4
1998,Texas,656.3256135,12161299,17460,925556.7
1999,Texas,646.7847218,11788095,17460,961513.2
2000,Texas,672.9159033,12141592,17460,995661.2
2001,Texas,666.7468912,11942556,17460,1020537.8
2002,Texas,678.1676425,12241016,17460,1043566.9
2003,Texas,671.0589246,12028705,17460,1050609.4
2004,Texas,670.4819634,12074333,17460,1109477
2005,Texas,644.8686726,11539445,17460,1141373.7
2006,Texas,648.2267144,11677439,17460,1228547.3
2007,Texas,646.1198419,11779341,17460,1286192.7
2008,Texas,623.5634735,11263781,17460,1282088.7
2009,Texas,590.341874,10884452,17460,1277295.4
2010,Texas,615.4401557,11605812,17460,1309962.4
2011,Texas,634.9363639,11829075,17460,1353600.4
2012,Texas,627.0014314,11859784,17460,1421180.1
2013,Texas,657.7201197,12631931,17460,1484700.1
2014,Texas,661.8770066,12627593,17460,1529617.1
2015,Texas,655.1432269,12757827,17460,1605901.7
2016,Texas,656.8076472,12986076,17460,1619954.2
2017,Texas,664.9290442,13173303,17460,1659453.3
2018,Texas,684.6895943,14009870,17460,1728304
2019,Texas,683.2325698,14234096,17460,1779781.4
1997,Utah,61.12861623,684793,16660,80658.9
1998,Utah,63.57133241,707959,16660,85724.8
1999,Utah,62.45241554,699762,16660,89282
2000,Utah,65.40250099,744480,16660,92498.4
2001,Utah,63.18480724,713979,16660,93556.7
2002,Utah,62.56315818,693795,16660,95383.1
2003,Utah,63.54422621,704447,16660,97017.3
2004,Utah,65.95774237,735427,16660,102846.7
2005,Utah,67.52432996,762159,16660,110046.4
2006,Utah,68.75500319,779275,16660,118482.3
2007,Utah,70.7043886,781023,16660,123835.3
2008,Utah,69.78539608,768036,16660,124225.5
2009,Utah,65.08246445,742250,16660,121431.4
2010,Utah,64.00539403,753018,16660,123902.2
2011,Utah,64.45683954,790554,16660,127992.5
2012,Utah,61.63672855,786086,16660,129512.5
2013,Utah,66.47861148,822394,16660,133112.9
2014,Utah,65.27889353,795029,16660,136993.7
2015,Utah,63.61302159,798313,16660,141720.5
2016,Utah,58.8300911,807711,16660,147962.3
2017,Utah,59.02796122,827453,16660,154758.3
2018,Utah,61.24871623,844319,16660,164622.1
2019,Utah,61.50322731,855124,16660,172038.4
1997,Vermont,6.494227231,145799,24200,20049.4
1998,Vermont,6.251809594,137296,24200,20678
1999,Vermont,6.510928362,135030,24200,21830.2
2000,Vermont,6.784392302,148507,24200,23016.8
2001,Vermont,6.623869876,148858,24200,23752.4
2002,Vermont,6.361000659,149732,24200,24570.1
2003,Vermont,6.665843444,152335,24200,25464.9
2004,Vermont,7.073301847,162653,24200,26855.2
2005,Vermont,6.816480613,161183,24200,26995.6
2006,Vermont,6.678783936,157716,24200,27128.8
2007,Vermont,6.511117992,154815,24200,26886.7
2008,Vermont,5.927546462,146384,24200,27758.4
2009,Vermont,6.189207157,156687,24200,27222
2010,Vermont,5.87724314,155696,24200,28403.7
2011,Vermont,5.812433764,151656,24200,29013.5
2012,Vermont,5.453460108,129511,24200,29241.3
2013,Vermont,5.729501593,137377,24200,28681.5
2014,Vermont,5.890747663,140379,24200,28912.2
2015,Vermont,6.126831312,140546,24200,29119
2016,Vermont,5.914764629,135276,24200,29408.1
2017,Vermont,5.830030878,134076,24200,29490.6
2018,Vermont,5.854279866,138642,24200,29602.2
2019,Vermont,6.020390617,136905,24200,29940.7
1997,Virginia,110.0014992,2219906,18910,298922.3
1998,Virginia,111.8738105,2245041,18910,315091
1999,Virginia,113.9357688,2308982,18910,332373.3
2000,Virginia,123.3099721,2405827,18910,348327
2001,Virginia,120.8253409,2337547,18910,360601.1
2002,Virginia,119.338218,2370458,18910,364932.4
2003,Virginia,124.1084047,2442514,18910,377723.8
2004,Virginia,127.7295453,2567450,18910,392941.3
2005,Virginia,129.3996338,2642157,18910,412084.6
2006,Virginia,123.0108356,2581074,18910,419870.6
2007,Virginia,128.1822783,2643190,18910,424939.5
2008,Virginia,116.7610679,2544221,18910,431216.7
2009,Virginia,105.9055815,2429456,18910,427648.9
2010,Virginia,111.8865198,2532435,18910,441242.4
2011,Virginia,102.5193306,2424571,18910,444288
2012,Virginia,98.56243339,2359905,18910,445973.6
2013,Virginia,105.7666127,2428477,18910,449063.8
2014,Virginia,107.4418995,2484858,18910,447678.1
2015,Virginia,107.6199041,2440821,18910,455162.4
2016,Virginia,110.0808101,2420341,18910,459965.8
2017,Virginia,105.5772025,2401427,18910,467362
2018,Virginia,110.0554883,2501044,18910,477915.2
2019,Virginia,106.76702,2460902,18910,489199.1
1997,Washington,79.46363504,2149761,18110,271270.7
1998,Washington,84.21177485,2229278,18110,288206.9
1999,Washington,85.67113487,2316863,18110,308949.5
2000,Washington,84.33528681,2248092,18110,311209.9
2001,Washington,79.62744321,2029311,18110,303673.8
2002,Washington,73.33451304,1876320,18110,307583.2
2003,Washington,75.7433827,1880774,18110,312556.4
2004,Washington,77.64451126,1943207,18110,319848.9
2005,Washington,79.15901515,1977992,18110,340428
2006,Washington,77.00726908,2084284,18110,353263.5
2007,Washington,82.13101663,2049914,18110,373180.6
2008,Washington,79.20533757,2041958,18110,381289.9
2009,Washington,76.89549071,2031913,18110,370136.6
2010,Washington,73.35008638,2007894,18110,380989.5
2011,Washington,68.89569559,2051660,18110,387745.2
2012,Washington,67.87793545,2011343,18110,400530.6
2013,Washington,73.83028872,2035649,18110,410873.9
2014,Washington,72.46883274,2008907,18110,424467.6
2015,Washington,75.13711456,1995985,18110,441952.1
2016,Washington,79.41527718,2056396,18110,458263.8
2017,Washington,79.11315175,2075340,18110,482007
2018,Washington,78.65855426,2054390,18110,515029.1
2019,Washington,84.16948233,2078663,18110,533150.4
1997,West Virginia,111.1523346,707259,17090,58934.3
1998,West Virginia,115.3035086,734561,17090,59847.4
1999,West Virginia,116.4519112,717413,17090,61783.9
2000,West Virginia,115.7165996,736985,17090,61665.7
2001,West Virginia,105.6595907,730823,17090,61818.6
2002,West Virginia,118.6676546,755537,17090,62834.1
2003,West Virginia,115.3957424,711812,17090,63145.5
2004,West Virginia,112.6848927,734849,17090,64159.8
2005,West Virginia,114.6797085,737053,17090,65678.4
2006,West Virginia,114.8092817,760310,17090,66861.4
2007,West Virginia,117.0130112,789826,17090,67119.1
2008,West Virginia,112.7340939,776230,17090,68483.9
2009,West Virginia,90.13880557,706207,17090,68191.8
2010,West Virginia,100.5729681,751538,17090,69153.5
2011,West Virginia,97.8876137,738406,17090,70361.3
2012,West Virginia,92.14814892,731013,17090,70322.2
2013,West Virginia,94.29774468,751321,17090,70550.1
2014,West Virginia,99.88296203,781076,17090,70532.5
2015,West Virginia,91.96307825,768657,17090,70663
2016,West Virginia,94.49232139,762366,17090,70011.4
2017,West Virginia,90.83882364,753016,17090,71425.6
2018,West Virginia,89.14479553,831311,17090,73170.4
2019,West Virginia,85.44599619,829454,17090,72633.4
1997,Wisconsin,103.1271564,1771900,18220,209111.7
1998,Wisconsin,101.0829652,1751166,18220,216955.9
1999,Wisconsin,105.4167672,1846061,18220,225783.7
2000,Wisconsin,107.7958233,1878161,18220,232411.7
2001,Wisconsin,105.8945127,1853341,18220,236088.7
2002,Wisconsin,107.150727,1894797,18220,240543.3
2003,Wisconsin,105.5934465,1868851,18220,247766.1
2004,Wisconsin,107.7574899,1892938,18220,256167.4
2005,Wisconsin,110.9556332,1959179,18220,263698.6
2006,Wisconsin,103.1424793,1867717,18220,268246.4
2007,Wisconsin,104.8063597,1902607,18220,269933.6
2008,Wisconsin,105.2730413,1895118,18220,266626.9
2009,Wisconsin,96.40894874,1764015,18220,258761.2
2010,Wisconsin,99.02591698,1809801,18220,266830.8
2011,Wisconsin,98.20132306,1797383,18220,272813.2
2012,Wisconsin,90.86407797,1738007,18220,277107.1
2013,Wisconsin,101.2932671,1833111,18220,278015
2014,Wisconsin,101.2145266,1889496,18220,283981.1
2015,Wisconsin,99.85701526,1814408,18220,289077
2016,Wisconsin,95.62614309,1801012,18220,291920.3
2017,Wisconsin,98.6378726,1817947,18220,291922.7
2018,Wisconsin,101.1727696,1896601,18220,299062.6
2019,Wisconsin,94.82242355,1847846,18220,303669
1997,Wyoming,59.05985389,414704,15160,24960.3
1998,Wyoming,63.96049572,420795,15160,25530.4
1999,Wyoming,62.53898861,425120,15160,26597.7
2000,Wyoming,63.47477812,427791,15160,27435
2001,Wyoming,63.71491912,438258,15160,29130.5
2002,Wyoming,62.49416673,438549,15160,29777.1
2003,Wyoming,64.48204246,461215,15160,30673.2
2004,Wyoming,64.42057655,450647,15160,31695.7
2005,Wyoming,63.71635844,456839,15160,33484
2006,Wyoming,64.48468195,478077,15160,37813.4
2007,Wyoming,66.83113739,523640,15160,40632.2
2008,Wyoming,67.23501009,538379,15160,42868.2
2009,Wyoming,64.05377194,524122,15160,41546.4
2010,Wyoming,65.62389133,541026,15160,40056.6
2011,Wyoming,64.47145043,557822,15160,39767.9
2012,Wyoming,66.74917084,551037,15160,38855.4
2013,Wyoming,68.94861414,539997,15160,38849.6
2014,Wyoming,65.92877902,536312,15160,39559.4
2015,Wyoming,64.09286316,507121,15160,40418.2
2016,Wyoming,61.26152295,504984,15160,38188.7
2017,Wyoming,62.79352431,534840,15160,37521.6
2018,Wyoming,63.84608066,557604,15160,38080.1
2019,Wyoming,59.09664881,546671,15160,38446.6
