Year,State,CO2,Energy,EnergyPrice
1999,Wyoming,62.53898861,425120,15160
2000,Wyoming,63.47477812,427791,15160
2001,Wyoming,63.71491912,438258,15160
2002,Wyoming,62.49416673,438549,15160
2003,Wyoming,64.48204246,461215,15160
2004,Wyoming,64.42057655,450647,15160
2005,Wyoming,63.71635844,456839,15160
2006,Wyoming,64.48468195,478077,15160
2007,Wyoming,66.83113739,523640,15160
2008,Wyoming,67.23501009,538379,15160
2009,Wyoming,64.05377194,524122,15160
2010,Wyoming,65.62389133,541026,15160
2011,Wyoming,64.47145043,557822,15160
2012,Wyoming,66.74917084,551037,15160
2013,Wyoming,68.94861414,539997,15160
2014,Wyoming,65.92877902,536312,15160
2015,Wyoming,64.09286316,507121,15160
2016,Wyoming,61.26152295,504984,15160
2017,Wyoming,62.79352431,534840,15160
2018,Wyoming,63.84608066,557604,15160
2019,Wyoming,59.09664881,546671,15160
