Year,State,CO2,Energy,EnergyPrice
1973,Mississippi,44.06991992,847974,17630
1974,Mississippi,43.33419542,817314,17630
1975,Mississippi,40.84989932,771990,17630
1976,Mississippi,43.36923703,778923,17630
1977,Mississippi,47.27085142,819170,17630
1978,Mississippi,50.12038925,849268,17630
1979,Mississippi,50.41136419,877571,17630
1980,Mississippi,47.66187596,833876,17630
1981,Mississippi,45.13511527,817881,17630
1982,Mississippi,45.42427663,814290,17630
1983,Mississippi,42.78375575,819939,17630
1984,Mississippi,44.48873668,858698,17630
1985,Mississippi,43.70665972,837167,17630
1986,Mississippi,44.74312501,846367,17630
1987,Mississippi,46.32376766,868802,17630
1988,Mississippi,49.32084693,917601,17630
1989,Mississippi,45.9878717,959292,17630
1990,Mississippi,48.39053392,1019810,17630
1991,Mississippi,48.12346627,1042158,17630
1992,Mississippi,48.23672364,1067309,17630
1993,Mississippi,50.50635134,1076443,17630
1994,Mississippi,50.16092858,1093733,17630
1995,Mississippi,51.56758057,1120526,17630
1996,Mississippi,54.43537973,1148611,17630
1997,Mississippi,55.79273233,1148411,17630
1998,Mississippi,56.64127054,1141236,17630
1999,Mississippi,61.45617947,1238413,17630
2000,Mississippi,61.35958451,1245835,17630
2001,Mississippi,69.7911155,1132667,17630
2002,Mississippi,62.57353151,1174307,17630
2003,Mississippi,64.13852891,1206235,17630
2004,Mississippi,65.72512651,1209335,17630
2005,Mississippi,64.00003554,1175656,17630
2006,Mississippi,66.21544598,1211461,17630
2007,Mississippi,68.32284469,1225189,17630
2008,Mississippi,64.7430123,1166061,17630
2009,Mississippi,60.65827247,1111703,17630
2010,Mississippi,63.68021836,1153755,17630
2011,Mississippi,58.55931853,1128520,17630
2012,Mississippi,60.12811203,1112821,17630
2013,Mississippi,57.07913063,1090777,17630
2014,Mississippi,59.77984647,1102445,17630
2015,Mississippi,61.29692129,1085042,17630
2016,Mississippi,62.32189221,1071689,17630
2017,Mississippi,60.45839057,1068298,17630
2018,Mississippi,63.23252555,1105822,17630
2019,Mississippi,62.54458802,1093230,17630
1970,Missouri,86.6235047,1309269,18540
1971,Missouri,89.05558325,1326842,18540
1972,Missouri,94.70299398,1383498,18540
1973,Missouri,99.93062323,1418725,18540
1974,Missouri,97.66300145,1399043,18540
1975,Missouri,100.8966292,1412553,18540
1976,Missouri,107.2105278,1471585,18540
1977,Missouri,111.3526098,1505717,18540
1978,Missouri,110.8703022,1556126,18540
1979,Missouri,110.0159261,1530220,18540
1980,Missouri,104.522317,1422627,18540
1981,Missouri,101.8254545,1364588,18540
1982,Missouri,101.1526936,1361929,18540
1983,Missouri,102.6447887,1364968,18540
1984,Missouri,106.3105314,1382791,18540
1985,Missouri,100.6586435,1405803,18540
1986,Missouri,98.7965968,1407765,18540
1987,Missouri,101.4562971,1430886,18540
1988,Missouri,105.3377173,1500220,18540
1989,Missouri,105.700045,1511766,18540
1990,Missouri,102.8445275,1506669,18540
1991,Missouri,103.2687436,1540305,18540
1992,Missouri,103.0655753,1532026,18540
1993,Missouri,101.194871,1645347,18540
1994,Missouri,108.8237353,1658124,18540
1995,Missouri,115.9605661,1717666,18540
1996,Missouri,122.4631963,1804740,18540
1997,Missouri,125.9596456,1802761,18540
1998,Missouri,131.0104062,1849558,18540
1999,Missouri,131.6023053,1890358,18540
2000,Missouri,126.7368916,1831457,18540
2001,Missouri,132.5327491,1864062,18540
2002,Missouri,133.1795593,1878573,18540
2003,Missouri,140.7037369,1883450,18540
2004,Missouri,141.785756,1894079,18540
2005,Missouri,144.4804976,1982290,18540
2006,Missouri,143.1026765,1967681,18540
2007,Missouri,141.6310059,1985695,18540
2008,Missouri,138.3486672,1948878,18540
2009,Missouri,132.0772669,1845179,18540
2010,Missouri,136.9059297,1925762,18540
2011,Missouri,136.7646692,1868093,18540
2012,Missouri,129.0574843,1788529,18540
2013,Missouri,133.9356033,1851509,18540
2014,Missouri,133.4524354,1911681,18540
2015,Missouri,124.7473311,1831407,18540
2016,Missouri,119.0290248,1781656,18540
2017,Missouri,124.4984895,1742207,18540
2018,Missouri,124.7805316,1860863,18540
2019,Missouri,116.985714,1805708,18540
1970,Montana,14.36341279,322784,17730
1971,Montana,14.85717209,333934,17730
1972,Montana,15.6960335,342383,17730
1973,Montana,16.99276674,347660,17730
1974,Montana,16.5530234,351944,17730
1975,Montana,16.81215081,345409,17730
1976,Montana,19.42734752,365130,17730
1977,Montana,20.61847221,361105,17730
1978,Montana,21.29799897,383374,17730
1979,Montana,22.73311455,397177,17730
1980,Montana,20.29268714,360216,17730
1981,Montana,18.69107135,337187,17730
1982,Montana,16.35918625,316999,17730
1983,Montana,16.6324561,323449,17730
1984,Montana,20.63926083,359490,17730
1985,Montana,22.14387002,370198,17730
1986,Montana,23.5074036,352552,17730
1987,Montana,23.54620569,329241,17730
1988,Montana,28.64211905,341806,17730
1989,Montana,29.05329342,351807,17730
1990,Montana,27.95694812,350591,17730
1991,Montana,29.16821309,355349,17730
1992,Montana,30.52828311,349443,17730
1993,Montana,28.07568652,367830,17730
1994,Montana,31.0047988,371882,17730
1995,Montana,30.68514445,391902,17730
1996,Montana,27.9273795,397805,17730
1997,Montana,29.88336338,367605,17730
1998,Montana,32.07424249,391347,17730
1999,Montana,32.83027153,395931,17730
2000,Montana,31.77430438,410631,17730
2001,Montana,32.0542268,357849,17730
2002,Montana,31.02217536,381613,17730
2003,Montana,33.17059281,379721,17730
2004,Montana,34.82871925,401702,17730
2005,Montana,35.87429197,422088,17730
2006,Montana,36.0189187,441656,17730
2007,Montana,38.0221096,469915,17730
2008,Montana,37.22816301,456670,17730
2009,Montana,33.13640832,427248,17730
2010,Montana,34.95454944,405113,17730
2011,Montana,32.05109624,404250,17730
2012,Montana,30.76131173,397126,17730
2013,Montana,32.12883944,406573,17730
2014,Montana,32.57702083,405273,17730
2015,Montana,32.53164542,403641,17730
2016,Montana,31.14019242,406422,17730
2017,Montana,31.24890983,422863,17730
2018,Montana,31.25796736,436316,17730
2019,Montana,32.28539515,445912,17730
1970,Nebraska,27.52835894,487481,16270
1971,Nebraska,27.51465991,496173,16270
1972,Nebraska,29.47853157,509525,16270
1973,Nebraska,30.17731547,522129,16270
1974,Nebraska,29.06073185,518540,16270
1975,Nebraska,28.71523283,525658,16270
1976,Nebraska,31.20883888,554831,16270
1977,Nebraska,31.21096543,556876,16270
1978,Nebraska,30.8160259,556658,16270
1979,Nebraska,31.61326195,545126,16270
1980,Nebraska,30.1757604,507068,16270
1981,Nebraska,28.42860753,477613,16270
1982,Nebraska,28.79924029,492029,16270
1983,Nebraska,29.91048451,502801,16270
1984,Nebraska,31.6008703,506451,16270
1985,Nebraska,30.54595073,499912,16270
1986,Nebraska,28.93974028,482525,16270
1987,Nebraska,30.10263316,495732,16270
1988,Nebraska,34.02717257,535116,16270
1989,Nebraska,32.47451832,533925,16270
1990,Nebraska,32.83586269,533802,16270
1991,Nebraska,33.72640021,542836,16270
1992,Nebraska,32.62342457,531594,16270
1993,Nebraska,35.91692133,560302,16270
1994,Nebraska,35.83930643,585367,16270
1995,Nebraska,38.40412793,613636,16270
1996,Nebraska,39.56855236,644490,16270
1997,Nebraska,40.91048289,658015,16270
1998,Nebraska,42.92243048,674687,16270
1999,Nebraska,41.72875012,664584,16270
2000,Nebraska,41.67422891,667989,16270
2001,Nebraska,42.90628036,664390,16270
2002,Nebraska,42.35033072,675942,16270
2003,Nebraska,43.63367957,685709,16270
2004,Nebraska,43.4045607,697628,16270
2005,Nebraska,43.78349542,704826,16270
2006,Nebraska,44.29942901,721474,16270
2007,Nebraska,44.61823262,757842,16270
2008,Nebraska,46.64718514,796063,16270
2009,Nebraska,47.30540373,778869,16270
2010,Nebraska,50.00719367,867558,16270
2011,Nebraska,52.44586554,863017,16270
2012,Nebraska,50.62203313,852536,16270
2013,Nebraska,53.46457905,871930,16270
2014,Nebraska,52.15358826,878327,16270
2015,Nebraska,50.71057586,857967,16270
2016,Nebraska,48.35466784,870370,16270
2017,Nebraska,47.87353924,873303,16270
2018,Nebraska,52.35500953,909065,16270
2019,Nebraska,50.47008377,907219,16270
1970,Nevada,10.77238274,190122,20870
1971,Nevada,13.79223603,201661,20870
1972,Nevada,18.9209703,217655,20870
1973,Nevada,20.09894682,233459,20870
1974,Nevada,20.40078042,233766,20870
1975,Nevada,20.95160781,238093,20870
1976,Nevada,22.2343823,250239,20870
1977,Nevada,23.72488365,256716,20870
1978,Nevada,22.53487527,282200,20870
1979,Nevada,23.45402935,296498,20870
1980,Nevada,22.36244472,291313,20870
1981,Nevada,23.8797339,286208,20870
1982,Nevada,25.36588755,290160,20870
1983,Nevada,25.21253894,300667,20870
1984,Nevada,26.47646802,300567,20870
1985,Nevada,23.46906866,302688,20870
1986,Nevada,27.11249197,303314,20870
1987,Nevada,27.462285,330578,20870
1988,Nevada,31.39515452,353306,20870
1989,Nevada,31.41017129,389011,20870
1990,Nevada,30.73590298,410370,20870
1991,Nevada,32.66109028,421561,20870
1992,Nevada,33.67627545,436191,20870
1993,Nevada,34.07717645,460325,20870
1994,Nevada,36.3057136,499560,20870
1995,Nevada,35.4831052,514832,20870
1996,Nevada,38.21860237,560932,20870
1997,Nevada,38.15516261,565909,20870
1998,Nevada,40.82097867,583779,20870
1999,Nevada,41.43200021,606179,20870
2000,Nevada,45.63348708,625648,20870
2001,Nevada,44.79773361,632925,20870
2002,Nevada,41.68284626,626632,20870
2003,Nevada,43.97217496,652216,20870
2004,Nevada,48.09926794,685416,20870
2005,Nevada,50.18246734,704993,20870
2006,Nevada,41.68326955,744559,20870
2007,Nevada,41.83735773,733156,20870
2008,Nevada,40.96014281,697190,20870
2009,Nevada,39.50634721,651371,20870
2010,Nevada,41.39262823,698602,20870
2011,Nevada,37.90986906,688542,20870
2012,Nevada,37.92456409,685944,20870
2013,Nevada,39.73668118,705255,20870
2014,Nevada,40.55587899,708332,20870
2015,Nevada,38.5171354,697627,20870
2016,Nevada,39.97584203,727193,20870
2017,Nevada,40.2043062,757955,20870
2018,Nevada,41.38306985,776588,20870
2019,Nevada,41.74259297,779141,20870
1970,New Hampshire,12.82613406,186601,23870
1971,New Hampshire,13.3586873,201058,23870
1972,New Hampshire,14.08985146,212305,23870
1973,New Hampshire,13.60283494,216617,23870
1974,New Hampshire,12.58976269,206500,23870
1975,New Hampshire,12.58550464,201882,23870
1976,New Hampshire,13.64803002,226976,23870
1977,New Hampshire,14.10482086,230352,23870
1978,New Hampshire,13.55894331,233236,23870
1979,New Hampshire,12.90933138,210760,23870
1980,New Hampshire,12.79587003,208260,23870
1981,New Hampshire,11.51503526,200294,23870
1982,New Hampshire,11.22840032,201336,23870
1983,New Hampshire,11.21279733,204533,23870
1984,New Hampshire,13.04143018,224289,23870
1985,New Hampshire,13.26192992,233475,23870
1986,New Hampshire,13.95073436,252309,23870
1987,New Hampshire,15.21765768,273261,23870
1988,New Hampshire,15.6716881,273541,23870
1989,New Hampshire,15.8700842,272775,23870
1990,New Hampshire,14.60494807,267260,23870
1991,New Hampshire,14.29003319,253893,23870
1992,New Hampshire,14.41328058,261635,23870
1993,New Hampshire,14.88151912,261384,23870
1994,New Hampshire,14.94008185,264573,23870
1995,New Hampshire,15.05684569,267526,23870
1996,New Hampshire,15.25314528,279664,23870
1997,New Hampshire,16.50795269,279217,23870
1998,New Hampshire,16.53006042,282000,23870
1999,New Hampshire,16.69739741,292260,23870
2000,New Hampshire,17.46945401,309761,23870
2001,New Hampshire,16.95494965,306523,23870
2002,New Hampshire,17.67382229,316339,23870
2003,New Hampshire,21.03017322,325619,23870
2004,New Hampshire,21.97412978,332094,23870
2005,New Hampshire,21.25896493,326092,23870
2006,New Hampshire,19.39843583,307906,23870
2007,New Hampshire,19.18371771,309086,23870
2008,New Hampshire,18.73392667,301470,23870
2009,New Hampshire,17.08156836,297987,23870
2010,New Hampshire,16.75118642,299071,23870
2011,New Hampshire,16.35950312,296997,23870
2012,New Hampshire,14.73056895,287927,23870
2013,New Hampshire,14.44840171,306192,23870
2014,New Hampshire,15.15474113,314337,23870
2015,New Hampshire,15.27856723,316649,23870
2016,New Hampshire,13.81445715,307290,23870
2017,New Hampshire,13.51019171,317785,23870
2018,New Hampshire,14.23973227,325655,23870
2019,New Hampshire,13.9338009,319667,23870
1970,New Jersey,129.5187018,1977939,20910
1971,New Jersey,124.965712,1970817,20910
1972,New Jersey,127.8854227,2079998,20910
1973,New Jersey,131.4930652,2122047,20910
1974,New Jersey,119.8474134,1981582,20910
1975,New Jersey,105.9666744,1883779,20910
1976,New Jersey,117.1619894,2070578,20910
1977,New Jersey,113.1637078,2005608,20910
1978,New Jersey,111.0573723,2020375,20910
1979,New Jersey,109.8438776,2032650,20910
1980,New Jersey,110.9643585,2042226,20910
1981,New Jersey,107.5461261,2026137,20910
1982,New Jersey,109.6020589,2064991,20910
1983,New Jersey,111.1117383,2087571,20910
1984,New Jersey,117.2467264,2184942,20910
1985,New Jersey,112.1970685,2137379,20910
1986,New Jersey,114.2077954,2200878,20910
1987,New Jersey,118.6850471,2276016,20910
1988,New Jersey,116.9872695,2293960,20910
1989,New Jersey,121.6041584,2354788,20910
1990,New Jersey,109.9142383,2262861,20910
1991,New Jersey,110.6372553,2290893,20910
1992,New Jersey,117.5007973,2372209,20910
1993,New Jersey,114.5337924,2381588,20910
1994,New Jersey,124.0614594,2491677,20910
1995,New Jersey,123.7418654,2487297,20910
1996,New Jersey,123.8570846,2488073,20910
1997,New Jersey,125.4717027,2502229,20910
1998,New Jersey,120.9328741,2459987,20910
1999,New Jersey,124.2469922,2574689,20910
2000,New Jersey,124.5724924,2483356,20910
2001,New Jersey,121.3242861,2458369,20910
2002,New Jersey,121.0259116,2491252,20910
2003,New Jersey,123.515747,2520193,20910
2004,New Jersey,126.0632296,2564646,20910
2005,New Jersey,130.5946291,2659585,20910
2006,New Jersey,123.0925081,2541964,20910
2007,New Jersey,130.7819197,2666672,20910
2008,New Jersey,128.2958367,2594326,20910
2009,New Jersey,111.5038361,2372899,20910
2010,New Jersey,105.5632284,2289793,20910
2011,New Jersey,105.0245317,2278876,20910
2012,New Jersey,98.97360088,2175477,20910
2013,New Jersey,100.4223268,2219226,20910
2014,New Jersey,104.8763089,2232255,20910
2015,New Jersey,103.6600002,2183497,20910
2016,New Jersey,105.6372969,2140838,20910
2017,New Jersey,99.34628243,2089145,20910
2018,New Jersey,105.0688845,2194123,20910
2019,New Jersey,100.8319854,2098952,20910
1970,New Mexico,34.95489424,458694,19400
1971,New Mexico,37.2258956,469511,19400
1972,New Mexico,39.6731782,501736,19400
1973,New Mexico,40.04590697,477784,19400
1974,New Mexico,40.54983752,476488,19400
1975,New Mexico,39.18833235,459396,19400
1976,New Mexico,41.96691065,508860,19400
1977,New Mexico,41.72239949,473306,19400
1978,New Mexico,40.10785086,475173,19400
1979,New Mexico,40.5695609,480612,19400
1980,New Mexico,44.90668625,480615,19400
1981,New Mexico,44.07151445,472741,19400
1982,New Mexico,45.17322635,465226,19400
1983,New Mexico,48.66711648,472744,19400
1984,New Mexico,45.9924579,474648,19400
1985,New Mexico,46.62605297,466444,19400
1986,New Mexico,43.17241133,454881,19400
1987,New Mexico,46.35337839,485504,19400
1988,New Mexico,48.0646611,510363,19400
1989,New Mexico,50.35399044,535009,19400
1990,New Mexico,52.83344117,597445,19400
1991,New Mexico,48.21873238,590778,19400
1992,New Mexico,50.9694502,587579,19400
1993,New Mexico,51.83994327,602796,19400
1994,New Mexico,51.74959857,590989,19400
1995,New Mexico,50.36903944,582688,19400
1996,New Mexico,52.49124562,605377,19400
1997,New Mexico,55.83496127,644524,19400
1998,New Mexico,55.38830184,636391,19400
1999,New Mexico,56.30508683,640158,19400
2000,New Mexico,58.26272033,662696,19400
2001,New Mexico,58.38509407,661741,19400
2002,New Mexico,55.48061311,659860,19400
2003,New Mexico,57.8820914,661104,19400
2004,New Mexico,58.9314071,685076,19400
2005,New Mexico,59.49333623,685556,19400
2006,New Mexico,60.3987859,692403,19400
2007,New Mexico,59.02973578,715812,19400
2008,New Mexico,56.79071789,677716,19400
2009,New Mexico,57.73159251,644532,19400
2010,New Mexico,53.90860481,653704,19400
2011,New Mexico,56.27825149,671603,19400
2012,New Mexico,54.18893091,669151,19400
2013,New Mexico,53.75495295,672726,19400
2014,New Mexico,50.59077188,681854,19400
2015,New Mexico,50.69183199,681082,19400
2016,New Mexico,48.84937454,673638,19400
2017,New Mexico,49.61666564,684366,19400
2018,New Mexico,45.85390881,703100,19400
2019,New Mexico,48.94208108,738484,19400
1970,New York,284.8975571,4303439,22910
1971,New York,277.0430323,4251263,22910
1972,New York,274.0846954,4269847,22910
1973,New York,280.3615481,4419080,22910
1974,New York,258.7809008,4128073,22910
1975,New York,244.4527416,3925249,22910
1976,New York,262.5848109,4224994,22910
1977,New York,259.8041626,4195220,22910
1978,New York,254.5260339,4195842,22910
1979,New York,233.1819386,3972800,22910
1980,New York,221.8615021,3863274,22910
1981,New York,205.8365729,3673745,22910
1982,New York,195.586324,3529658,22910
1983,New York,178.039565,3353921,22910
1984,New York,183.0518478,3403950,22910
1985,New York,187.911225,3508528,22910
1986,New York,190.689336,3554662,22910
1987,New York,201.5837083,3658508,22910
1988,New York,208.9395111,3748830,22910
1989,New York,213.8515523,3771097,22910
1990,New York,207.3137226,3768938,22910
1991,New York,199.5552856,3703137,22910
1992,New York,199.0886338,3788666,22910
1993,New York,193.6732054,3813731,22910
1994,New York,191.7047856,3752702,22910
1995,New York,197.3567618,3791092,22910
1996,New York,199.8747532,3940340,22910
1997,New York,204.1593694,4013225,22910
1998,New York,203.0503829,3939104,22910
1999,New York,205.749182,4061179,22910
2000,New York,212.2298006,4138667,22910
2001,New York,207.9550591,4021813,22910
2002,New York,202.1793073,4031390,22910
2003,New York,213.0382777,4163547,22910
2004,New York,215.350291,4261836,22910
2005,New York,211.494697,4153203,22910
2006,New York,193.747192,3873253,22910
2007,New York,199.8991068,3958026,22910
2008,New York,190.0657234,3874882,22910
2009,New York,174.0624047,3698714,22910
2010,New York,185.0112269,3874609,22910
2011,New York,175.315608,3757112,22910
2012,New York,167.8919048,3583683,22910
2013,New York,169.0972458,3723107,22910
2014,New York,176.2095137,3840907,22910
2015,New York,174.3599244,3838544,22910
2016,New York,170.1742549,3768794,22910
2017,New York,165.8182959,3776092,22910
2018,New York,175.0969653,3946032,22910
2019,New York,168.9712856,3841948,22910
1970,North Carolina,97.27379457,1342676,19980
1971,North Carolina,99.1888065,1403918,19980
1972,North Carolina,104.4577735,1480269,19980
1973,North Carolina,109.0033605,1551096,19980
1974,North Carolina,104.2483371,1501847,19980
1975,North Carolina,95.20948411,1458782,19980
1976,North Carolina,106.006245,1558503,19980
1977,North Carolina,108.1965547,1633866,19980
1978,North Carolina,103.1199857,1665364,19980
1979,North Carolina,110.6854704,1730521,19980
1980,North Carolina,112.6664911,1667382,19980
1981,North Carolina,112.5529466,1629516,19980
1982,North Carolina,108.258034,1592073,19980
1983,North Carolina,107.6983944,1668995,19980
1984,North Carolina,109.2692429,1800225,19980
1985,North Carolina,107.2131049,1797051,19980
1986,North Carolina,112.5104173,1879993,19980
1987,North Carolina,107.6110013,1966269,19980
1988,North Carolina,111.8832603,2044646,19980
1989,North Carolina,115.8186061,2064537,19980
1990,North Carolina,111.2147962,2064098,19980
1991,North Carolina,110.8663134,2053070,19980
1992,North Carolina,121.4440179,2146014,19980
1993,North Carolina,126.7937026,2234705,19980
1994,North Carolina,121.8787919,2242614,19980
1995,North Carolina,128.2931494,2361657,19980
1996,North Carolina,140.1921873,2449409,19980
1997,North Carolina,142.3113117,2428449,19980
1998,North Carolina,142.0734955,2474626,19980
1999,North Carolina,140.7939431,2494294,19980
2000,North Carolina,149.1291675,2612315,19980
2001,North Carolina,144.2956016,2551460,19980
2002,North Carolina,145.6504086,2575450,19980
2003,North Carolina,147.2256196,2594352,19980
2004,North Carolina,150.1731002,2668617,19980
2005,North Carolina,154.1643848,2702238,19980
2006,North Carolina,148.5694543,2650024,19980
2007,North Carolina,154.4413283,2686309,19980
2008,North Carolina,149.0377062,2698578,19980
2009,North Carolina,132.9896665,2557020,19980
2010,North Carolina,147.1663778,2756601,19980
2011,North Carolina,132.644616,2630454,19980
2012,North Carolina,124.4944803,2539545,19980
2013,North Carolina,126.1870107,2558302,19980
2014,North Carolina,129.2555311,2603078,19980
2015,North Carolina,124.7782841,2595919,19980
2016,North Carolina,124.9152888,2619589,19980
2017,North Carolina,121.1424085,2575147,19980
2018,North Carolina,124.2127343,2685032,19980
2019,North Carolina,122.6043034,2656262,19980
1970,North Dakota,14.75161677,191117,13730
1971,North Dakota,15.91712697,195302,13730
1972,North Dakota,16.86367374,203742,13730
1973,North Dakota,16.39935043,202197,13730
1974,North Dakota,16.87531641,204358,13730
1975,North Dakota,16.21476068,206515,13730
1976,North Dakota,18.61431005,210442,13730
1977,North Dakota,19.91865936,210359,13730
1978,North Dakota,22.39077304,230012,13730
1979,North Dakota,24.89350033,237989,13730
1980,North Dakota,25.50036276,222373,13730
1981,North Dakota,26.94928626,236161,13730
1982,North Dakota,28.84721159,234682,13730
1983,North Dakota,30.09615539,230477,13730
1984,North Dakota,34.37985422,259557,13730
1985,North Dakota,38.21832032,300438,13730
1986,North Dakota,38.96041553,303900,13730
1987,North Dakota,39.50588082,302940,13730
1988,North Dakota,44.45215593,306556,13730
1989,North Dakota,44.15242625,319110,13730
1990,North Dakota,44.90232746,312939,13730
1991,North Dakota,45.84687844,322894,13730
1992,North Dakota,47.64450775,329126,13730
1993,North Dakota,47.91948206,332142,13730
1994,North Dakota,48.22851608,342000,13730
1995,North Dakota,48.1231215,350175,13730
1996,North Dakota,48.98876173,353238,13730
1997,North Dakota,47.61218143,359732,13730
1998,North Dakota,48.82094391,347752,13730
1999,North Dakota,49.87149139,375585,13730
2000,North Dakota,51.32429143,381565,13730
2001,North Dakota,52.00910334,407370,13730
2002,North Dakota,51.8763388,401218,13730
2003,North Dakota,51.64783895,400838,13730
2004,North Dakota,50.07854649,404459,13730
2005,North Dakota,53.04319108,409142,13730
2006,North Dakota,51.2935746,416023,13730
2007,North Dakota,53.03894156,437978,13730
2008,North Dakota,53.42483642,444397,13730
2009,North Dakota,51.98934283,435055,13730
2010,North Dakota,52.82511603,473681,13730
2011,North Dakota,54.30987944,525239,13730
2012,North Dakota,56.68505777,549051,13730
2013,North Dakota,57.24327707,591489,13730
2014,North Dakota,59.27815542,640539,13730
2015,North Dakota,57.9230603,608353,13730
2016,North Dakota,54.93388598,583657,13730
2017,North Dakota,56.91790515,633995,13730
2018,North Dakota,59.282972,663153,13730
2019,North Dakota,57.15288871,683875,13730
1970,Ohio,275.3216293,3932645,17930
1971,Ohio,269.8678879,3871518,17930
1972,Ohio,284.8942173,4125705,17930
1973,Ohio,291.5729546,4218370,17930
1974,Ohio,291.703538,4198106,17930
1975,Ohio,284.2921873,3979902,17930
1976,Ohio,296.5132081,4208900,17930
1977,Ohio,293.5593489,4198403,17930
1978,Ohio,294.4748371,4275771,17930
1979,Ohio,292.9268448,4261990,17930
1980,Ohio,274.500699,3950811,17930
1981,Ohio,267.8907976,3848330,17930
1982,Ohio,246.1188766,3507765,17930
1983,Ohio,234.8780488,3444507,17930
1984,Ohio,242.0019155,3646301,17930
1985,Ohio,241.1892055,3622387,17930
1986,Ohio,245.3228454,3591701,17930
1987,Ohio,247.3736587,3708183,17930
1988,Ohio,257.2949027,3844211,17930
1989,Ohio,257.4522478,3953736,17930
1990,Ohio,246.6794889,3822978,17930
1991,Ohio,244.977598,3821363,17930
1992,Ohio,249.4707852,3864860,17930
1993,Ohio,253.9266663,3917038,17930
1994,Ohio,250.2562868,4026924,17930
1995,Ohio,252.6713641,4109185,17930
1996,Ohio,265.6149438,4196130,17930
1997,Ohio,261.340725,4180825,17930
1998,Ohio,260.6961319,4080013,17930
1999,Ohio,259.8838402,4245853,17930
2000,Ohio,266.7497998,4273427,17930
2001,Ohio,256.8974815,4010965,17930
2002,Ohio,262.8275,3954608,17930
2003,Ohio,270.7011492,4020593,17930
2004,Ohio,265.8684649,4054624,17930
2005,Ohio,271.9135114,4081429,17930
2006,Ohio,265.2529039,3921591,17930
2007,Ohio,271.3171378,4049462,17930
2008,Ohio,264.7481868,3999756,17930
2009,Ohio,239.6689964,3666516,17930
2010,Ohio,247.1785697,3788343,17930
2011,Ohio,235.1130414,3755039,17930
2012,Ohio,214.9108716,3614913,17930
2013,Ohio,228.0224976,3685457,17930
2014,Ohio,229.7182981,3793308,17930
2015,Ohio,211.1966253,3708157,17930
2016,Ohio,205.3439141,3667777,17930
2017,Ohio,205.0500981,3616508,17930
2018,Ohio,208.9666748,3762435,17930
2019,Ohio,196.6865897,3637669,17930
1970,Oklahoma,55.55967757,939226,16780
1971,Oklahoma,56.3847386,965680,16780
1972,Oklahoma,59.25425745,1019204,16780
1973,Oklahoma,59.74612262,1024152,16780
1974,Oklahoma,61.90815573,1064042,16780
1975,Oklahoma,62.44772844,1070091,16780
1976,Oklahoma,68.98628055,1162766,16780
1977,Oklahoma,72.19596402,1224894,16780
1978,Oklahoma,77.05513365,1266603,16780
1979,Oklahoma,80.09053199,1322376,16780
1980,Oklahoma,77.27700364,1213993,16780
1981,Oklahoma,80.12767205,1248960,16780
1982,Oklahoma,84.75804424,1318075,16780
1983,Oklahoma,85.37899605,1316946,16780
1984,Oklahoma,87.28291078,1322507,16780
1985,Oklahoma,84.13620761,1297798,16780
1986,Oklahoma,77.84819872,1203182,16780
1987,Oklahoma,82.45205774,1256837,16780
1988,Oklahoma,85.75030962,1291311,16780
1989,Oklahoma,87.16100062,1325070,16780
1990,Oklahoma,87.83947419,1393309,16780
1991,Oklahoma,89.16053992,1321377,16780
1992,Oklahoma,92.2475756,1337475,16780
1993,Oklahoma,95.23910772,1396903,16780
1994,Oklahoma,93.45163541,1402103,16780
1995,Oklahoma,94.59947508,1376001,16780
1996,Oklahoma,97.29039156,1438055,16780
1997,Oklahoma,98.57152505,1444227,16780
1998,Oklahoma,97.1336826,1449160,16780
1999,Oklahoma,96.19911332,1432209,16780
2000,Oklahoma,100.1666605,1486799,16780
2001,Oklahoma,101.4535926,1508230,16780
2002,Oklahoma,101.6261352,1458526,16780
2003,Oklahoma,104.1421701,1488461,16780
2004,Oklahoma,99.69494904,1477461,16780
2005,Oklahoma,106.4126902,1527097,16780
2006,Oklahoma,109.1494704,1566694,16780
2007,Oklahoma,109.4327957,1572521,16780
2008,Oklahoma,111.97435,1582452,16780
2009,Oklahoma,106.2246955,1492392,16780
2010,Oklahoma,105.8412722,1579813,16780
2011,Oklahoma,106.9435275,1577495,16780
2012,Oklahoma,104.743356,1562808,16780
2013,Oklahoma,102.9971625,1615766,16780
2014,Oklahoma,104.4541701,1683025,16780
2015,Oklahoma,100.2883311,1625556,16780
2016,Oklahoma,96.10919527,1624919,16780
2017,Oklahoma,93.43782294,1647508,16780
2018,Oklahoma,98.01036447,1715294,16780
2019,Oklahoma,90.83789996,1684997,16780
1970,Oregon,25.62781894,752924,18890
1971,Oregon,27.00094488,796879,18890
1972,Oregon,29.33643499,837435,18890
1973,Oregon,29.64639407,854962,18890
1974,Oregon,27.34543399,837588,18890
1975,Oregon,26.75679303,867638,18890
1976,Oregon,26.69367019,885915,18890
1977,Oregon,27.50204241,885093,18890
1978,Oregon,29.63064544,951139,18890
1979,Oregon,30.15350922,977131,18890
1980,Oregon,28.27202054,945029,18890
1981,Oregon,29.83740445,939039,18890
1982,Oregon,28.93070548,905941,18890
1983,Oregon,25.71161589,868020,18890
1984,Oregon,27.28892968,936508,18890
1985,Oregon,26.88141175,913873,18890
1986,Oregon,26.40788987,895457,18890
1987,Oregon,27.65230765,940455,18890
1988,Oregon,29.49882319,991005,18890
